Date,TransactionID,StaffID,CustomerID,ProductID,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,DayOfWeek,TotalSales,UnitPrice
2023-01-01 12:00:00,12,12,12,6,East,Online,True,Sunny,26.238704814462643,Poor,Positive,19,Online Order,Sunday,51.9495619662288,12.9873904915572
2023-01-01 13:00:00,13,13,13,7,East,Credit Card,False,Cloudy,30.805000537489896,Good,Negative,56,Phone Order,Sunday,23.46559215024125,11.732796075120625
2023-01-01 14:00:00,14,14,14,4,East,Cash,False,Cloudy,33.77427553069937,Good,Positive,36,Phone Order,Sunday,6.265885708168135,6.265885708168135
2023-01-01 15:00:00,15,15,15,2,West,Cash,True,Rainy,26.12060692404225,Good,Neutral,50,Phone Order,Sunday,21.981062451840728,10.990531225920364
2023-01-01 16:00:00,16,16,16,6,South,Credit Card,False,Rainy,22.86916056556096,Excellent,Negative,27,In Store,Sunday,55.956058655196045,18.65201955173201
2023-01-01 17:00:00,17,17,17,0,North,Cash,False,Rainy,27.75676896285379,Excellent,Positive,15,Phone Order,Sunday,68.48135779439318,17.120339448598294
2023-01-01 18:00:00,18,18,18,3,South,Credit Card,True,Cloudy,33.62125530589782,Poor,Positive,30,In Store,Sunday,16.481540950350617,8.240770475175308
2023-01-01 19:00:00,19,19,19,3,West,Cash,True,Rainy,32.06561621206551,Poor,Positive,55,Online Order,Sunday,11.999116770458238,11.999116770458238
2023-01-01 20:00:00,20,20,20,1,West,Online,False,Sunny,20.987447650447308,Poor,Positive,36,Phone Order,Sunday,34.50169607675634,17.25084803837817
2023-01-01 21:00:00,21,21,21,6,North,Cash,False,Rainy,30.38859200116373,Average,,46,In Store,Sunday,30.053841608914187,6.010768321782837
2023-01-01 22:00:00,22,22,22,1,West,Credit Card,True,Rainy,28.578462836884302,Good,Positive,30,Phone Order,Sunday,10.810888785029888,10.810888785029888
2023-01-01 23:00:00,23,23,23,5,East,Credit Card,True,Cloudy,33.61194764519638,Poor,Neutral,29,Phone Order,Sunday,53.33285565932764,17.777618553109214
2023-01-02 00:00:00,24,24,24,1,East,Online,False,Rainy,21.837221252754457,Good,Neutral,56,Online Order,Monday,44.23387185020742,11.058467962551855
2023-01-02 01:00:00,25,25,25,5,East,Credit Card,False,Cloudy,28.01054169806985,Excellent,Neutral,26,Phone Order,Monday,12.328439341943229,6.1642196709716135
2023-01-02 02:00:00,26,26,26,5,East,Cash,False,Rainy,33.191940402678384,Good,,15,Online Order,Monday,13.138015527983772,13.138015527983772
2023-01-02 03:00:00,27,27,27,3,East,Cash,True,Sunny,26.150356801126144,Average,,31,Phone Order,Monday,89.63068711887215,17.926137423774428
2023-01-02 04:00:00,28,28,28,0,West,Online,False,Sunny,27.229923765993007,Average,Positive,55,Phone Order,Monday,13.854283144297396,13.854283144297396
2023-01-02 05:00:00,29,29,29,1,North,Credit Card,True,Cloudy,21.05691016500437,Good,Negative,42,Phone Order,Monday,41.970933116067386,8.394186623213477
2023-01-02 06:00:00,30,30,30,6,North,Online,True,Cloudy,24.172154606733663,Average,Positive,21,Phone Order,Monday,32.29078290618216,10.76359430206072
2023-01-02 07:00:00,31,31,31,5,East,Cash,True,Rainy,,Average,Neutral,23,Phone Order,Monday,47.00740167091593,11.751850417728985
2023-01-02 08:00:00,32,32,32,3,West,Online,False,Rainy,34.1768367311733,Excellent,Positive,36,Phone Order,Monday,41.0669859219237,13.688995307307902
2023-01-02 09:00:00,33,33,33,4,South,Credit Card,False,Sunny,24.240010408117385,Poor,Negative,40,Online Order,Monday,32.78053077257839,16.390265386289194
2023-01-02 10:00:00,34,34,34,2,South,Online,False,Rainy,26.91303102904478,Average,Negative,26,Online Order,Monday,6.483104264609532,6.483104264609532
2023-01-02 11:00:00,35,35,35,0,West,Credit Card,True,Sunny,30.0695663534642,Poor,Positive,21,In Store,Monday,91.72390247631748,18.344780495263496
2023-01-02 12:00:00,36,36,36,8,East,Credit Card,False,Cloudy,,Good,Positive,29,Phone Order,Monday,25.923227726205667,5.184645545241134
2023-01-02 13:00:00,37,37,37,4,North,Cash,True,Rainy,27.29663580712812,Good,Positive,52,Online Order,Monday,10.550785020113828,10.550785020113828
2023-01-02 14:00:00,38,38,38,2,West,Cash,True,Cloudy,31.078085592138613,Average,Negative,35,Phone Order,Monday,5.411304649589865,5.411304649589865
2023-01-02 15:00:00,39,39,39,4,South,Cash,True,Rainy,33.00282819540599,Good,Neutral,28,Phone Order,Monday,21.789226760358737,10.894613380179369
2023-01-02 16:00:00,40,40,40,1,South,Credit Card,True,Sunny,29.3938891199364,Excellent,,16,Online Order,Monday,38.66156694929957,12.887188983099858
2023-01-02 17:00:00,41,41,41,5,South,Online,True,Cloudy,30.035802729754217,Average,Neutral,22,Phone Order,Monday,63.37610399361338,12.675220798722677
2023-01-02 18:00:00,42,42,42,0,East,Credit Card,True,Cloudy,,Average,Negative,59,Online Order,Monday,14.96885041084796,7.48442520542398
2023-01-02 19:00:00,43,43,43,7,South,Cash,False,Rainy,34.186647458695205,Average,Positive,20,Online Order,Monday,44.05832295430256,14.686107651434185
2023-01-02 20:00:00,44,44,44,5,West,Cash,True,Cloudy,21.98861116226724,Good,Positive,51,In Store,Monday,11.343353515140048,5.671676757570023
2023-01-02 21:00:00,45,45,45,7,West,Online,False,Sunny,,Good,Negative,51,In Store,Monday,82.14301150993116,16.42860230198623
2023-01-02 22:00:00,46,46,46,2,South,Cash,True,Cloudy,23.972244826674785,Average,Positive,47,In Store,Monday,19.1996665099032,19.1996665099032
2023-01-02 23:00:00,47,47,47,3,West,Cash,False,Cloudy,34.00389715551877,Poor,Neutral,55,In Store,Monday,10.096532407266768,10.096532407266768
2023-01-03 00:00:00,48,48,48,8,South,Cash,False,Rainy,30.799393090542196,Good,Negative,20,Phone Order,Tuesday,38.27577217714493,12.758590725714978
2023-01-03 01:00:00,49,49,49,6,South,Online,False,Cloudy,31.30720569467553,Good,Negative,40,Phone Order,Tuesday,42.73461668352886,10.683654170882216
2023-01-03 02:00:00,50,50,50,5,North,Credit Card,False,Rainy,23.28588759589825,Average,Positive,53,In Store,Tuesday,15.301967563682698,5.100655854560899
2023-01-03 03:00:00,51,51,51,0,East,Cash,True,Rainy,26.64559964952741,Poor,Negative,55,Online Order,Tuesday,43.15247017370696,10.78811754342674
2023-01-03 04:00:00,52,52,52,4,East,Online,True,Cloudy,29.26719791883929,Average,Positive,51,Online Order,Tuesday,33.75160777784039,16.875803888920196
2023-01-03 05:00:00,53,53,53,0,North,Cash,True,Sunny,,Good,Positive,28,Online Order,Tuesday,27.879665265504453,13.939832632752228
2023-01-03 06:00:00,54,54,54,2,North,Online,True,Rainy,21.559390638685844,Average,Negative,51,Online Order,Tuesday,32.594493596136914,6.518898719227384
2023-01-03 07:00:00,55,55,55,7,East,Cash,False,Cloudy,34.435479746817926,Average,Positive,22,Phone Order,Tuesday,70.82836938162711,17.707092345406778
2023-01-03 08:00:00,56,56,56,4,South,Online,False,Rainy,33.35331005831834,Average,,53,Online Order,Tuesday,64.83140086639321,12.966280173278642
2023-01-03 09:00:00,57,57,57,6,South,Cash,False,Sunny,,Poor,Neutral,27,Online Order,Tuesday,17.62585042617014,17.62585042617014
2023-01-03 10:00:00,58,58,58,6,East,Credit Card,True,Sunny,32.34140364548498,Average,Positive,27,In Store,Tuesday,54.81329112710176,13.70332278177544
2023-01-03 11:00:00,59,59,59,5,South,Cash,False,Rainy,,Good,,54,Online Order,Tuesday,40.185980017707294,13.395326672569098
2023-01-03 12:00:00,60,60,60,2,North,Online,True,Sunny,26.92709722343028,Average,Positive,57,Phone Order,Tuesday,6.5788877779551855,6.5788877779551855
2023-01-03 13:00:00,61,61,61,3,South,Cash,False,Cloudy,24.71651158717108,Poor,Neutral,42,Online Order,Tuesday,7.510395997079419,7.510395997079419
2023-01-03 14:00:00,62,62,62,2,South,Credit Card,False,Cloudy,28.71452879947389,Excellent,Negative,32,Online Order,Tuesday,58.7411365423466,19.580378847448863
2023-01-03 15:00:00,63,63,63,7,West,Cash,False,Rainy,,Poor,Positive,33,Phone Order,Tuesday,8.427301201321562,8.427301201321562
2023-01-03 16:00:00,64,64,64,0,West,Online,False,Sunny,26.16399357444137,Average,Positive,52,In Store,Tuesday,78.64712707942208,19.66178176985552
2023-01-03 17:00:00,65,65,65,6,West,Online,False,Cloudy,29.438287895124382,Excellent,Positive,46,Phone Order,Tuesday,64.89345298931975,12.97869059786395
2023-01-03 18:00:00,66,66,66,0,South,Credit Card,True,Cloudy,30.48969381732956,Average,Positive,36,In Store,Tuesday,7.0368357059590565,7.0368357059590565
2023-01-03 19:00:00,67,67,67,0,East,Online,False,Cloudy,30.66682725522929,Poor,,16,Online Order,Tuesday,25.958132165221578,6.489533041305394
2023-01-03 20:00:00,68,68,68,0,North,Cash,True,Rainy,20.779491471967702,Excellent,Positive,27,In Store,Tuesday,16.2659221211722,8.1329610605861
2023-01-03 21:00:00,69,69,69,6,South,Cash,True,Rainy,,Excellent,Negative,37,In Store,Tuesday,75.53823980152015,18.88455995038004
2023-01-03 22:00:00,70,70,70,1,East,Cash,True,Cloudy,26.87379972147572,Average,Negative,39,In Store,Tuesday,56.06126682461701,11.212253364923402
2023-01-03 23:00:00,71,71,71,7,South,Online,True,Cloudy,23.93624122544322,Average,Neutral,42,Online Order,Tuesday,43.72605607957486,10.931514019893717
2023-01-04 00:00:00,72,72,72,7,North,Cash,True,Sunny,23.626467612195224,Poor,Positive,25,In Store,Wednesday,29.09428174815783,9.69809391605261
2023-01-04 01:00:00,73,73,73,4,South,Cash,True,Sunny,27.245211692659257,Average,Neutral,47,In Store,Wednesday,36.029638792494126,7.2059277584988255
2023-01-04 02:00:00,74,74,74,2,North,Cash,True,Sunny,33.30247309203439,Excellent,Neutral,38,Online Order,Wednesday,24.635535915772195,12.317767957886096
2023-01-04 03:00:00,75,75,75,2,South,Credit Card,True,Rainy,25.675213725239704,Good,,16,Phone Order,Wednesday,20.85215021300124,6.95071673766708
2023-01-04 04:00:00,76,76,76,8,North,Online,False,Cloudy,31.24588620175315,Good,Neutral,44,Phone Order,Wednesday,70.12881418293966,17.532203545734916
2023-01-04 05:00:00,77,77,77,2,South,Online,False,Rainy,21.45228096480828,Poor,Negative,31,Phone Order,Wednesday,52.77977397064799,10.555954794129596
2023-01-04 06:00:00,78,78,78,6,North,Online,True,Cloudy,27.14085053226593,Average,Neutral,54,Online Order,Wednesday,21.24410703345389,10.622053516726943
2023-01-04 07:00:00,79,79,79,3,West,Credit Card,True,Sunny,34.875292105891035,Poor,Positive,48,Online Order,Wednesday,36.33028928174201,12.110096427247338
2023-01-04 08:00:00,80,80,80,5,South,Online,True,Sunny,31.556567041885053,Good,Neutral,52,Phone Order,Wednesday,23.32383139497255,11.661915697486275
2023-01-04 09:00:00,81,81,81,8,South,Credit Card,False,Sunny,23.157927326609197,Good,Negative,36,In Store,Wednesday,79.69147838355929,19.92286959588982
2023-01-04 10:00:00,82,82,82,5,East,Credit Card,False,Sunny,27.52162210546866,Average,Negative,19,Phone Order,Wednesday,26.36143363654908,13.180716818274538
2023-01-04 11:00:00,83,83,83,7,East,Online,True,Cloudy,23.5043714547285,Excellent,Negative,54,Online Order,Wednesday,6.3230255568480604,6.3230255568480604
2023-01-04 12:00:00,84,84,84,5,North,Cash,True,Sunny,26.14341390893764,Average,Neutral,30,In Store,Wednesday,42.30948037096185,14.10316012365395
2023-01-04 13:00:00,85,85,85,5,South,Cash,False,Cloudy,31.70126035602447,Good,Neutral,27,In Store,Wednesday,14.547528786096398,7.273764393048199
2023-01-04 14:00:00,86,86,86,8,North,Online,False,Cloudy,31.56837222935605,Excellent,Negative,40,Online Order,Wednesday,21.85625868388052,5.46406467097013
2023-01-04 15:00:00,87,87,87,4,West,Online,True,Rainy,23.421505668535776,Poor,,45,In Store,Wednesday,78.24452922063489,19.56113230515872
2023-01-04 16:00:00,88,88,88,0,East,Credit Card,True,Sunny,,Good,Positive,53,Phone Order,Wednesday,33.206166746036914,16.603083373018457
2023-01-04 17:00:00,89,89,89,2,North,Online,True,Sunny,28.8885227414724,Poor,Neutral,37,Online Order,Wednesday,78.80653954482602,19.701634886206502
2023-01-04 18:00:00,90,90,90,2,North,Credit Card,True,Rainy,25.698864364430214,Excellent,Neutral,26,Online Order,Wednesday,60.84088360166818,12.168176720333635
2023-01-04 19:00:00,91,91,91,6,East,Online,False,Cloudy,27.52903371171291,Poor,Negative,28,Online Order,Wednesday,64.91931483617321,12.983862967234645
2023-01-04 20:00:00,92,92,92,8,South,Cash,False,Sunny,29.076068801566155,Good,Neutral,32,Online Order,Wednesday,37.62527169393477,7.525054338786953
2023-01-04 21:00:00,93,93,93,6,North,Cash,True,Cloudy,28.398357977686786,Average,Neutral,41,In Store,Wednesday,8.703611400013784,8.703611400013784
2023-01-04 22:00:00,94,94,94,3,East,Online,True,Rainy,27.296075533042675,Poor,Negative,42,Online Order,Wednesday,35.15647644708484,17.57823822354242
2023-01-04 23:00:00,95,95,95,3,South,Credit Card,True,Cloudy,27.573992061341,Good,Negative,32,Online Order,Wednesday,10.342784706763911,10.342784706763911
2023-01-05 00:00:00,96,96,96,6,West,Cash,False,Sunny,22.646178656418293,Good,Neutral,30,In Store,Thursday,69.60889842778514,17.402224606946284
2023-01-05 01:00:00,97,97,97,8,East,Credit Card,True,Cloudy,,Excellent,Positive,30,Online Order,Thursday,15.635205864305476,15.635205864305476
2023-01-05 02:00:00,98,98,98,6,North,Online,True,Cloudy,28.126404799115228,Good,,27,In Store,Thursday,30.63025551631193,7.6575638790779825
2023-01-05 03:00:00,99,99,99,2,West,Online,True,Sunny,21.966197925570548,Average,Positive,43,In Store,Thursday,50.44678196718453,12.611695491796132
2023-01-05 04:00:00,100,100,100,1,South,Cash,False,Sunny,,Average,,23,Online Order,Thursday,45.48242946834226,15.160809822780752
2023-01-05 05:00:00,101,101,101,5,South,Online,True,Cloudy,33.98665967566026,Poor,Positive,40,Phone Order,Thursday,42.627791110286886,8.525558222057377
2023-01-05 06:00:00,102,102,102,1,East,Cash,False,Cloudy,34.20960348855444,Poor,Negative,42,Online Order,Thursday,69.8413106312046,17.46032765780115
2023-01-05 07:00:00,103,103,103,8,East,Credit Card,True,Rainy,,Poor,Negative,55,Phone Order,Thursday,39.517244589533405,13.172414863177805
2023-01-05 08:00:00,104,104,104,1,East,Cash,True,Sunny,22.03275310341131,Poor,Negative,27,In Store,Thursday,37.39315378319524,7.478630756639048
2023-01-05 09:00:00,105,105,105,3,South,Cash,True,Cloudy,27.77599439949598,Average,Neutral,50,Phone Order,Thursday,54.97906556987615,13.744766392469035
2023-01-05 10:00:00,106,106,106,7,West,Credit Card,False,Sunny,21.68913844023831,Excellent,Negative,23,Online Order,Thursday,79.98282824935484,19.99570706233871
2023-01-05 11:00:00,107,107,107,5,South,Cash,True,Rainy,34.00981127768926,Poor,Negative,28,Online Order,Thursday,7.257822374951203,7.257822374951203
2023-01-05 12:00:00,108,108,108,0,North,Cash,True,Cloudy,22.75369441032719,Excellent,Neutral,26,Phone Order,Thursday,17.25135395179292,17.25135395179292
2023-01-05 13:00:00,109,109,109,8,South,Online,False,Cloudy,23.791487899267462,Good,Neutral,46,Online Order,Thursday,40.54817523906685,8.10963504781337
2023-01-05 14:00:00,110,110,110,5,North,Credit Card,False,Cloudy,26.099547903274555,Good,Positive,52,Phone Order,Thursday,66.94329976760524,16.73582494190131
2023-01-05 15:00:00,111,111,111,1,West,Cash,False,Sunny,25.74746702838689,Poor,Neutral,17,In Store,Thursday,32.0373376936424,16.0186688468212
2023-01-05 16:00:00,112,112,112,3,East,Credit Card,True,Rainy,,Good,Neutral,30,Phone Order,Thursday,9.507340784006486,9.507340784006486
2023-01-05 17:00:00,113,113,113,4,East,Credit Card,False,Sunny,26.84475230826444,Excellent,Negative,34,Phone Order,Thursday,49.43673381733375,9.887346763466748
2023-01-05 18:00:00,114,114,114,0,South,Cash,True,Cloudy,22.56152390005005,Excellent,,46,Phone Order,Thursday,67.55128351777515,16.887820879443787
2023-01-05 19:00:00,115,115,115,5,East,Online,False,Rainy,24.00814843229111,Good,Positive,37,Phone Order,Thursday,47.68673071323876,11.92168267830969
2023-01-05 20:00:00,116,116,116,3,West,Credit Card,False,Cloudy,27.63670077781283,Poor,Neutral,31,In Store,Thursday,31.924540861354263,15.962270430677131
2023-01-05 21:00:00,117,117,117,3,East,Cash,False,Cloudy,22.211808761392025,Excellent,Negative,30,In Store,Thursday,36.09881105243761,7.219762210487522
2023-01-05 22:00:00,118,118,118,1,South,Credit Card,True,Sunny,29.174835134690213,Excellent,,52,In Store,Thursday,71.1534669140932,17.7883667285233
2023-01-05 23:00:00,119,119,119,2,West,Online,True,Cloudy,28.486209598267187,Average,Negative,22,Phone Order,Thursday,15.663270750234789,15.663270750234789
2023-01-06 00:00:00,120,120,120,1,North,Online,True,Rainy,30.720534745733865,Poor,Negative,33,In Store,Friday,37.208284265045016,18.604142132522508
2023-01-06 01:00:00,121,121,121,2,South,Online,True,Cloudy,34.065569230690514,Average,Neutral,44,Online Order,Friday,34.92792842762293,6.985585685524587
2023-01-06 02:00:00,122,122,122,2,North,Cash,True,Cloudy,33.68381841651733,Good,Negative,48,In Store,Friday,27.79043501081793,13.895217505408963
2023-01-06 03:00:00,123,123,123,0,West,Cash,True,Sunny,,Good,Positive,28,Phone Order,Friday,13.986808775604878,13.986808775604878
2023-01-06 04:00:00,124,124,124,1,South,Online,True,Rainy,23.67073395535552,Average,Positive,36,Online Order,Friday,51.50955554100868,10.301911108201736
2023-01-06 05:00:00,125,125,125,4,South,Cash,True,Sunny,21.97347959959032,Poor,,58,Phone Order,Friday,23.75399273707773,11.876996368538869
2023-01-06 06:00:00,126,126,126,6,West,Online,True,Cloudy,24.53415050744673,Excellent,Negative,31,Online Order,Friday,16.709170348043408,5.569723449347802
2023-01-06 07:00:00,127,127,127,6,East,Cash,False,Sunny,33.42627759149472,Good,,29,Phone Order,Friday,16.18790057940518,16.18790057940518
2023-01-06 08:00:00,128,128,128,1,South,Online,False,Sunny,34.58080211935233,Poor,Negative,46,Phone Order,Friday,13.239837191047611,13.239837191047611
2023-01-06 09:00:00,129,129,129,1,South,Credit Card,True,Sunny,32.88987426605714,Poor,,27,Online Order,Friday,5.866115778037607,5.866115778037607
2023-01-06 10:00:00,130,130,130,0,North,Online,True,Sunny,21.650265816913155,Good,Neutral,35,In Store,Friday,45.63401518322185,15.211338394407283
2023-01-06 11:00:00,131,131,131,1,East,Online,True,Cloudy,34.2114199708969,Good,Negative,54,Online Order,Friday,36.00519347540346,12.00173115846782
2023-01-06 12:00:00,132,132,132,2,North,Cash,True,Cloudy,26.35037041026179,Poor,Neutral,47,Online Order,Friday,22.0676755655,5.516918891375
2023-01-06 13:00:00,133,133,133,3,North,Cash,False,Rainy,20.139654361435305,Excellent,Negative,41,Online Order,Friday,39.08823180544286,19.54411590272143
2023-01-06 14:00:00,134,134,134,3,East,Cash,False,Sunny,26.635906111222905,Average,Negative,49,Online Order,Friday,76.94672858536643,19.236682146341607
2023-01-06 15:00:00,135,135,135,2,East,Cash,True,Sunny,20.69103754513201,Good,Positive,30,Online Order,Friday,25.387072484415928,12.693536242207964
2023-01-06 16:00:00,136,136,136,8,West,Cash,False,Rainy,,Average,Neutral,42,Phone Order,Friday,19.21525893176596,6.405086310588652
2023-01-06 17:00:00,137,137,137,2,East,Cash,False,Sunny,25.07831041155577,Poor,Positive,48,Phone Order,Friday,48.95795497193663,16.319318323978877
2023-01-06 18:00:00,138,138,138,4,South,Credit Card,True,Rainy,27.101524003910733,Average,,15,In Store,Friday,49.51586600634374,12.378966501585936
2023-01-06 19:00:00,139,139,139,7,East,Online,True,Cloudy,,Excellent,,55,In Store,Friday,47.6835608717035,9.5367121743407
2023-01-06 20:00:00,140,140,140,5,West,Online,True,Rainy,,Poor,,45,Online Order,Friday,49.485090651713406,12.371272662928352
2023-01-06 21:00:00,141,141,141,2,West,Online,True,Sunny,29.92852364707893,Excellent,Neutral,50,In Store,Friday,25.67332436216393,12.836662181081966
2023-01-06 22:00:00,142,142,142,1,West,Credit Card,False,Rainy,26.510733027172712,Poor,Positive,58,In Store,Friday,53.76270194134035,13.440675485335088
2023-01-06 23:00:00,143,143,143,1,East,Online,True,Cloudy,32.291417805055474,Excellent,Neutral,47,Online Order,Friday,11.6183557048299,11.6183557048299
2023-01-07 00:00:00,144,144,144,0,East,Credit Card,False,Sunny,33.58373206359698,Poor,Neutral,47,Phone Order,Saturday,28.1726590941717,14.08632954708585
2023-01-07 01:00:00,145,145,145,2,North,Credit Card,True,Cloudy,21.79639949648296,Excellent,Negative,53,Phone Order,Saturday,37.56204131819132,18.78102065909566
2023-01-07 02:00:00,146,146,146,0,North,Credit Card,False,Cloudy,27.97899466329187,Poor,Positive,32,In Store,Saturday,52.17010653239434,10.434021306478868
2023-01-07 03:00:00,147,147,147,2,South,Online,True,Rainy,24.267679396136664,Excellent,Neutral,37,Phone Order,Saturday,47.65724084489771,15.885746948299236
2023-01-07 04:00:00,148,148,148,5,North,Credit Card,True,Cloudy,20.70591796815421,Poor,Positive,37,Phone Order,Saturday,36.833576704726966,18.416788352363483
2023-01-07 05:00:00,149,149,149,7,South,Online,False,Sunny,30.02820042670978,Excellent,Positive,29,In Store,Saturday,35.51906740919716,11.839689136399054
2023-01-07 06:00:00,150,150,150,3,West,Online,False,Cloudy,,Good,Neutral,40,Online Order,Saturday,46.607350182914246,11.65183754572856
2023-01-07 07:00:00,151,151,151,6,North,Cash,False,Cloudy,22.44353981716091,Average,Positive,44,In Store,Saturday,14.031754780321693,14.031754780321693
2023-01-07 08:00:00,152,152,152,2,East,Cash,True,Rainy,32.18620486435851,Poor,Negative,39,In Store,Saturday,69.35550695668661,13.87110139133732
2023-01-07 09:00:00,153,153,153,7,North,Credit Card,False,Cloudy,32.800936003054126,Excellent,Negative,59,In Store,Saturday,51.29652040468246,17.098840134894154
2023-01-07 10:00:00,154,154,154,3,South,Credit Card,False,Rainy,33.71510663999725,Good,Negative,30,Online Order,Saturday,24.29450151334878,12.14725075667439
2023-01-07 11:00:00,155,155,155,8,North,Online,False,Rainy,23.979276336290788,Poor,Negative,53,Online Order,Saturday,59.82553273377485,19.941844244591618
2023-01-07 12:00:00,156,156,156,5,West,Credit Card,False,Sunny,,Poor,Positive,59,Online Order,Saturday,11.784147066018424,5.892073533009212
2023-01-07 13:00:00,157,157,157,0,East,Credit Card,False,Sunny,24.809941321046484,Poor,Negative,28,Online Order,Saturday,15.142553186131575,5.047517728710526
2023-01-07 14:00:00,158,158,158,0,South,Online,False,Sunny,28.285070201832543,Average,Neutral,31,In Store,Saturday,29.205949346788717,14.602974673394357
2023-01-07 15:00:00,159,159,159,1,East,Credit Card,False,Sunny,20.75761206248423,Excellent,Negative,26,Phone Order,Saturday,37.9060947417126,9.47652368542815
2023-01-07 16:00:00,160,160,160,3,East,Credit Card,False,Rainy,20.658216325531157,Excellent,Neutral,43,In Store,Saturday,17.211471660984515,8.605735830492257
2023-01-07 17:00:00,161,161,161,8,South,Online,False,Cloudy,30.805598190983044,Poor,Neutral,46,Online Order,Saturday,19.356972400128413,9.678486200064206
2023-01-07 18:00:00,162,162,162,7,East,Online,True,Sunny,26.667199669666864,Poor,Negative,38,Phone Order,Saturday,8.840713476574315,8.840713476574315
2023-01-07 19:00:00,163,163,163,5,East,Cash,True,Sunny,23.844385630538262,Poor,Negative,27,In Store,Saturday,10.923701489813435,5.461850744906718
2023-01-07 20:00:00,164,164,164,3,North,Online,False,Sunny,22.856202440373654,Good,,34,Phone Order,Saturday,19.57299563585883,19.57299563585883
2023-01-07 21:00:00,165,165,165,8,East,Cash,True,Cloudy,30.04930236288827,Poor,Neutral,29,Online Order,Saturday,41.55591163395863,8.311182326791727
2023-01-07 22:00:00,166,166,166,6,East,Credit Card,True,Sunny,20.0060231603801,Average,Negative,18,Phone Order,Saturday,16.010446438839594,16.010446438839594
2023-01-07 23:00:00,167,167,167,2,East,Online,False,Cloudy,32.08836753795281,Excellent,Positive,48,Phone Order,Saturday,65.75578368165051,16.43894592041263
2023-01-08 00:00:00,168,168,168,0,East,Online,False,Rainy,21.188744091948934,Average,Negative,42,Online Order,Sunday,18.93886097010844,18.93886097010844
2023-01-08 01:00:00,169,169,169,7,South,Online,False,Rainy,22.87234422362179,Poor,,16,Phone Order,Sunday,27.2912092820035,5.4582418564007
2023-01-08 02:00:00,170,170,170,0,West,Credit Card,False,Rainy,25.793545929486346,Good,Negative,44,In Store,Sunday,72.32290030682046,18.080725076705114
2023-01-08 03:00:00,171,171,171,7,North,Cash,False,Cloudy,27.272881095741557,Poor,Neutral,40,Phone Order,Sunday,38.725178137791005,12.908392712597005
2023-01-08 04:00:00,172,172,172,1,East,Credit Card,False,Sunny,25.324926737209125,Poor,Negative,40,In Store,Sunday,43.46448494846226,14.488161649487418
2023-01-08 05:00:00,173,173,173,7,East,Credit Card,True,Sunny,24.81068247476441,Poor,Positive,34,Phone Order,Sunday,14.667054156815505,14.667054156815505
2023-01-08 06:00:00,174,174,174,0,South,Online,False,Sunny,34.45874018109782,Poor,Negative,56,Phone Order,Sunday,17.29696707477091,17.29696707477091
2023-01-08 07:00:00,175,175,175,7,West,Cash,True,Sunny,29.62369521865092,Poor,Negative,42,Online Order,Sunday,50.00554916193329,10.001109832386655
2023-01-08 08:00:00,176,176,176,6,East,Credit Card,False,Sunny,20.351494330510825,Excellent,Positive,34,Online Order,Sunday,79.97883923949951,15.9957678478999
2023-01-08 09:00:00,177,177,177,1,South,Online,False,Cloudy,26.452638626664697,Average,Positive,25,In Store,Sunday,25.857343291665916,12.928671645832956
